id,reversible,fast,ec,kegg,bigg,metanetx,reactome,tcdb,dcid,fluxRange
HMR_4318,False,False,2.7.1.-,,,,,,bio/HMR_4318,[0 1000 mmol/gDW]
HMR_4319,False,False,2.7.1.1,R00760,HEX7,MNXR100614,,,bio/HMR_4319,[0 1000 mmol/gDW]
HMR_4320,False,False,2.7.1.-,,,MNXR103514,,,bio/HMR_4320,[0 1000 mmol/gDW]
HMR_4356,False,False,4.1.2.13,R02568,FBA2,MNXR99460,,,bio/HMR_4356,[0 1000 mmol/gDW]
HMR_4383,True,False,5.3.1.8,R00772,MAN6PI,MNXR101382,,,bio/HMR_4383,[-1000 1000 mmol/gDW]
HMR_4385,False,False,5.4.2.8,R01818,PMANM,MNXR101729,,,bio/HMR_4385,[0 1000 mmol/gDW]
HMR_4386,False,False,2.7.7.22; 2.7.7.13,R00883,MAN1PT2,MNXR101376,,,bio/HMR_4386,[0 1000 mmol/gDW]
HMR_4387,False,False,2.7.7.13,R00885,,MNXR101375,,,bio/HMR_4387,[0 1000 mmol/gDW]
HMR_4399,False,False,4.2.1.47,R00888,GMAND,MNXR100377,,,bio/HMR_4399,[0 1000 mmol/gDW]
HMR_4400,False,False,1.1.1.271,R05692,,MNXR100108,,,bio/HMR_4400,[0 1000 mmol/gDW]
HMR_4401,True,False,2.7.7.30,R01951,F1PGT,MNXR99061,,,bio/HMR_4401,[-1000 1000 mmol/gDW]
HMR_4402,True,False,2.7.1.52,R03161,FK,MNXR107992,,,bio/HMR_4402,[-1000 1000 mmol/gDW]
HMR_4403,False,False,5.3.1.25,R03163,,MNXR107994,,,bio/HMR_4403,[0 1000 mmol/gDW]
HMR_4490,False,False,2.7.1.1,R01326,HEX4,MNXR95795,,,bio/HMR_4490,[0 1000 mmol/gDW]
HMR_4706,False,False,3.1.3.46; 3.1.3.11,R00763,FBP26,MNXR106671,,,bio/HMR_4706,[0 1000 mmol/gDW]
HMR_8768,False,False,1.1.1.271,R05692,GFUCS,MNXR100108,,,bio/HMR_8768,[0 1000 mmol/gDW]
HMR_4590,False,False,1.1.1.10,R01904,XYLUR,MNXR105265,,,bio/HMR_4590,[0 1000 mmol/gDW]
HMR_4591,False,False,1.1.1.15,R05831,,MNXR105262,,,bio/HMR_4591,[0 1000 mmol/gDW]
HMR_4592,True,False,1.1.1.21,R01431,,MNXR105261,,,bio/HMR_4592,[-1000 1000 mmol/gDW]
HMR_4593,False,False,1.1.1.9,R01896,,MNXR105262,,,bio/HMR_4593,[0 1000 mmol/gDW]
HMR_4594,False,False,1.1.1.179,R01430,,MNXR105257,,,bio/HMR_4594,[0 1000 mmol/gDW]
HMR_4595,True,False,2.7.1.17,R01639,,MNXR105255,,,bio/HMR_4595,[-1000 1000 mmol/gDW]
HMR_8341,False,False,1.1.1.21; 1.1.1.2,R01759,ARABR,MNXR95911,,,bio/HMR_8341,[0 1000 mmol/gDW]
HMR_8342,True,False,,R01903,ABTD,MNXR95187,,,bio/HMR_8342,[-1000 1000 mmol/gDW]
HMR_8344,True,False,,R01481,GULNDer,MNXR100472,,,bio/HMR_8344,[-1000 1000 mmol/gDW]
HMR_8352,True,False,,R02640,GULN3D,MNXR100471,,,bio/HMR_8352,[-1000 1000 mmol/gDW]
HMR_8353,True,False,,R01905,DHAPAx,MNXR97362,,,bio/HMR_8353,[-1000 1000 mmol/gDW]
HMR_8726,False,False,,R01526,RBK_Dr,MNXR103432,,,bio/HMR_8726,[0 1000 mmol/gDW]
HMR_8727,False,False,2.4.1.117,,UDPG1P,MNXR105055,,,bio/HMR_8727,[0 1000 mmol/gDW]
HMR_8728,False,False,,,GUR1PP,MNXR100480,,,bio/HMR_8728,[0 1000 mmol/gDW]
HMR_8729,False,False,4.1.1.35,R08615,UDPGNP,MNXR105069,,,bio/HMR_8729,[0 1000 mmol/gDW]
HMR_6537,True,False,1.1.1.2,R01481,,MNXR100472,,,bio/HMR_6537,[-1000 1000 mmol/gDW]
HMR_1568,False,False,1.2.1.4; 1.2.1.5,R00710,ALDD2x,MNXR95749,,,bio/HMR_1568,[0 1000 mmol/gDW]
HMR_3853,False,False,4.4.1.5,R02530,LGTHL,MNXR100355,,,bio/HMR_3853,[0 1000 mmol/gDW]
HMR_3854,False,False,1.1.1.21,R02531,,MNXR95715,,,bio/HMR_3854,[0 1000 mmol/gDW]
HMR_3855,False,False,1.1.1.21,R02577,,MNXR107414,,,bio/HMR_3855,[0 1000 mmol/gDW]
HMR_3857,False,False,3.1.2.6,R01736,GLYOX,MNXR100353,,,bio/HMR_3857,[0 1000 mmol/gDW]
HMR_3859,False,False,1.1.2.4,R00197,D_LACDcm,MNXR106428,,,bio/HMR_3859,[0 1000 mmol/gDW]
HMR_4087,False,False,1.1.1.38; 1.1.1.39,R00214,ME1m,MNXR101446,,,bio/HMR_4087,[0 1000 mmol/gDW]
HMR_4089,False,False,1.1.1.38; 1.1.1.40,R00216,ME2,MNXR101443,,,bio/HMR_4089,[0 1000 mmol/gDW]
HMR_4091,False,False,1.1.1.38; 1.1.1.40,R00216,ME2m,MNXR101443,,,bio/HMR_4091,[0 1000 mmol/gDW]
HMR_4093,False,False,3.1.2.1,R00227,ACOAH,MNXR95363,,,bio/HMR_4093,[0 1000 mmol/gDW]
HMR_4095,False,False,3.1.2.1,R00227,ACOAHim,MNXR95363,,,bio/HMR_4095,[0 1000 mmol/gDW]
HMR_4101,False,False,4.1.1.32,R00431,PEPCK_re,MNXR102487,,,bio/HMR_4101,[0 1000 mmol/gDW]
HMR_4103,False,False,4.1.1.32,R00431,PEPCKm,MNXR102487,,,bio/HMR_4103,[0 1000 mmol/gDW]
HMR_4143,False,False,6.4.1.1,R00344,PCm,MNXR102391,,,bio/HMR_4143,[0 1000 mmol/gDW]
HMR_4193,False,False,2.7.1.40,R00572,,MNXR103373,,,bio/HMR_4193,[0 1000 mmol/gDW]
HMR_8497,False,False,1.1.1.21; 1.1.1.2,R02528,ALR2,MNXR95788,,,bio/HMR_8497,[0 1000 mmol/gDW]
HMR_8498,False,False,,,ACTNMO,MNXR95423,,,bio/HMR_8498,[0 1000 mmol/gDW]
HMR_8499,False,False,,,ACTLMO,MNXR95422,,,bio/HMR_8499,[0 1000 mmol/gDW]
HMR_8500,False,False,1.1.1.21; 1.1.1.2,,ALR3,MNXR95789,,,bio/HMR_8500,[0 1000 mmol/gDW]
HMR_8501,False,False,1.1.1.79; 1.1.1.81,,LALDD,MNXR101007,,,bio/HMR_8501,[0 1000 mmol/gDW]
HMR_8502,True,False,1.1.1.1,R03082,LALDO,MNXR101009,,,bio/HMR_8502,[-1000 1000 mmol/gDW]
HMR_8503,False,False,1.2.1.4; 1.2.1.5,,LCADi,MNXR101018,,,bio/HMR_8503,[0 1000 mmol/gDW]
HMR_8504,False,False,1.2.1.3,R01735,LCADi_D,MNXR101019,,,bio/HMR_8504,[0 1000 mmol/gDW]
HMR_8506,False,False,1.2.1.3,,LCADm,MNXR101018,,,bio/HMR_8506,[0 1000 mmol/gDW]
HMR_8507,False,False,,,ALCD21_D,MNXR95713,,,bio/HMR_8507,[0 1000 mmol/gDW]
HMR_8508,False,False,,,LCARS,MNXR95714,,,bio/HMR_8508,[0 1000 mmol/gDW]
HMR_8509,False,False,1.1.1.21; 1.1.1.2,,PPDOy,MNXR103108,,,bio/HMR_8509,[0 1000 mmol/gDW]
HMR_8511,False,False,3.1.2.6,R01736,GLYOXm,MNXR100353,,,bio/HMR_8511,[0 1000 mmol/gDW]
HMR_8512,True,False,1.1.2.4,R00704,LDH_D,MNXR101037,,,bio/HMR_8512,[-1000 1000 mmol/gDW]
HMR_8514,False,False,1.1.2.4,R00196,L_LACDcm,,,,bio/HMR_8514,[0 1000 mmol/gDW]
HMR_8516,False,False,,R01016,MGSA,MNXR101551,,,bio/HMR_8516,[0 1000 mmol/gDW]
HMR_8517,False,False,4.2.3.3,R01016,MGSA2,MNXR101551,,,bio/HMR_8517,[0 1000 mmol/gDW]
HMR_4280,True,False,1.1.1.27,R00703,LDH_Lm,MNXR101040,,,bio/HMR_4280,[-1000 1000 mmol/gDW]
HMR_0153,False,False,6.2.1.17; 6.2.1.1; 3.1.2.2,R00925,ACS2,MNXR106753,,,bio/HMR_0153,[0 1000 mmol/gDW]
HMR_3212,False,False,1.3.99.3,R00924,PPCOAOm,MNXR103101,,,bio/HMR_3212,[0 1000 mmol/gDW]
HMR_3797,True,False,6.2.1.17,R00925,ACCOALm,MNXR106753,,,bio/HMR_3797,[-1000 1000 mmol/gDW]
HMR_3800,False,False,1.2.7.2,,OBDHm,MNXR102133,,,bio/HMR_3800,[0 1000 mmol/gDW]
HMR_4105,False,False,4.1.1.9,R00233,MCD,MNXR101412,,,bio/HMR_4105,[0 1000 mmol/gDW]
HMR_4106,False,False,4.1.1.9,R00233,MCDm,MNXR101412,,,bio/HMR_4106,[0 1000 mmol/gDW]
HMR_4107,False,False,4.1.1.9,R00233,MCDp,MNXR101412,,,bio/HMR_4107,[0 1000 mmol/gDW]
HMR_4282,False,False,1.2.1.18; 1.2.1.27,R00705,MMSAD3m,MNXR101665,,,bio/HMR_4282,[0 1000 mmol/gDW]
HMR_4331,True,False,6.2.1.17; 6.2.1.1,R00926,,MNXR105315,,,bio/HMR_4331,[-1000 1000 mmol/gDW]
HMR_4459,False,False,6.2.1.1; 6.2.1.17,R01354,,MNXR105322,,,bio/HMR_4459,[0 1000 mmol/gDW]
HMR_4460,True,False,6.2.1.1; 6.2.1.17,R01354,,MNXR105322,,,bio/HMR_4460,[-1000 1000 mmol/gDW]
HMR_4464,False,False,4.1.1.4,R01366,ADCim,MNXR95442,,,bio/HMR_4464,[0 1000 mmol/gDW]
HMR_4497,False,False,1.1.1.59,R01608,,MNXR94902,,,bio/HMR_4497,[0 1000 mmol/gDW]
HMR_4741,False,False,3.1.2.4,R03158,,MNXR94900,,,bio/HMR_4741,[0 1000 mmol/gDW]
HMR_8078,False,False,,R00931,MCITS,MNXR101417,,,bio/HMR_8078,[0 1000 mmol/gDW]
HMR_9803,True,False,,R00744,,MNXR102146,,,bio/HMR_9803,[-1000 1000 mmol/gDW]
HMR_9804,True,False,1.1.1.-,R04919,,MNXR100685,,,bio/HMR_9804,[-1000 1000 mmol/gDW]
HMR_0718,False,False,1.1.99.2,R03534,,MNXR100626,,,bio/HMR_0718,[0 1000 mmol/gDW]
HMR_0719,False,False,1.1.1.95,R08198,,MNXR111769,,,bio/HMR_0719,[0 1000 mmol/gDW]
HMR_1434,True,False,2.3.1.9,R00238,ACACT1r,MNXR95194,,,bio/HMR_1434,[-1000 1000 mmol/gDW]
HMR_1436,False,False,6.2.1.16,R01357,AACOAT,MNXR95136,,,bio/HMR_1436,[0 1000 mmol/gDW]
HMR_3163,False,False,1.3.99.3,R01175,ACOAD1fm,MNXR95302,R-HSA-77319,,bio/HMR_3163,[0 1000 mmol/gDW]
HMR_4461,True,False,1.1.1.30,R01361,BDHm,MNXR96232,,,bio/HMR_4461,[-1000 1000 mmol/gDW]
HMR_4604,False,False,2.3.3.10,R01978,,MNXR100660,,,bio/HMR_4604,[0 1000 mmol/gDW]
HMR_5351,True,False,1.1.1.27,R01000,,MNXR94796,,,bio/HMR_5351,[-1000 1000 mmol/gDW]
HMR_7709,True,False,4.2.1.55,R03027,3HBCDm,MNXR107898,,,bio/HMR_7709,[-1000 1000 mmol/gDW]
HMR_4052,False,False,2.7.6.1,R01049,PRPPS,MNXR103215,,,bio/HMR_4052,[0 1000 mmol/gDW]
HMR_4304,False,False,1.1.1.49,R00835,G6PDH2er,MNXR99907,,,bio/HMR_4304,[0 1000 mmol/gDW]
HMR_4306,True,False,1.1.1.49,R00835,G6PDH2r,MNXR99907,,,bio/HMR_4306,[-1000 1000 mmol/gDW]
HMR_4350,True,False,2.7.1.15,R01051,RBK,MNXR103431,,,bio/HMR_4350,[-1000 1000 mmol/gDW]
HMR_4351,True,False,5.3.1.6,R01056,,MNXR104084,,,bio/HMR_4351,[-1000 1000 mmol/gDW]
HMR_4352,True,False,5.3.1.6,R01056,RPI,MNXR104084,,,bio/HMR_4352,[-1000 1000 mmol/gDW]
HMR_4354,True,False,5.4.2.2; 5.4.2.7,R01057,PPM,MNXR103115,,,bio/HMR_4354,[-1000 1000 mmol/gDW]
HMR_4398,True,False,4.1.2.4,R01066,DRPA,MNXR97787,,,bio/HMR_4398,[-1000 1000 mmol/gDW]
HMR_4404,True,False,2.2.1.1,R01067,TKT2,MNXR104869,,,bio/HMR_4404,[-1000 1000 mmol/gDW]
HMR_4473,False,False,1.1.1.44,R01528,GNDer,MNXR100389,,,bio/HMR_4473,[0 1000 mmol/gDW]
HMR_4474,False,False,1.1.1.44,R01528,GND,MNXR100389,,,bio/HMR_4474,[0 1000 mmol/gDW]
HMR_4476,True,False,2.3.1.57,R01737,,MNXR100390,,,bio/HMR_4476,[-1000 1000 mmol/gDW]
HMR_4477,True,False,5.1.3.1,R01529,RPE,MNXR104083,,,bio/HMR_4477,[-1000 1000 mmol/gDW]
HMR_4501,True,False,2.2.1.1,R01641,TKT1,MNXR104868,,,bio/HMR_4501,[-1000 1000 mmol/gDW]
HMR_4565,True,False,2.2.1.2,R08575,TALA,MNXR104715,,,bio/HMR_4565,[-1000 1000 mmol/gDW]
HMR_4567,True,False,2.7.1.11,R01843,,MNXR102510,,,bio/HMR_4567,[-1000 1000 mmol/gDW]
HMR_4568,True,False,2.7.1.11,,,MNXR105339,,,bio/HMR_4568,[-1000 1000 mmol/gDW]
HMR_9799,True,False,2.7.1.14,R01844,,MNXR107202,,,bio/HMR_9799,[-1000 1000 mmol/gDW]
HMR_9800,True,False,2.7.1.3,R03819,,MNXR108451,,,bio/HMR_9800,[-1000 1000 mmol/gDW]
HMR_4623,False,False,3.1.1.31,R02035,PGLer,MNXR102539,,,bio/HMR_4623,[0 1000 mmol/gDW]
HMR_4625,False,False,3.1.1.31,R02035,PGL,MNXR102539,,,bio/HMR_4625,[0 1000 mmol/gDW]
HMR_4710,True,False,5.4.2.7,R02749,,MNXR103116,,,bio/HMR_4710,[-1000 1000 mmol/gDW]
HMR_4841,True,False,1.2.1.5,,,MNXR105388,,,bio/HMR_4841,[-1000 1000 mmol/gDW]
HMR_8074,False,False,2.7.1.15,R02750,DRPA,MNXR97787,,,bio/HMR_8074,[0 1000 mmol/gDW]
HMR_8653,True,False,3.1.1.31,R10520,G6PDH2r,MNXR99907,,,bio/HMR_8653,[-1000 1000 mmol/gDW]
HMR_3998,False,False,3.6.1.5; 3.6.1.6,R00122,,MNXR96129,,,bio/HMR_3998,[0 1000 mmol/gDW]
HMR_4000,False,False,4.6.1.1; 4.6.1.2,R00089,ADNCYC,MNXR95444,,,bio/HMR_4000,[0 1000 mmol/gDW]
HMR_4002,True,False,2.7.4.3,R00127,ADK1,MNXR95450,,,bio/HMR_4002,[-1000 1000 mmol/gDW]
HMR_4004,True,False,2.7.4.3,R00127,ADK1m,MNXR95450,,,bio/HMR_4004,[-1000 1000 mmol/gDW]
HMR_4010,False,False,3.1.3.5,R00183,NTD7,MNXR102037,,,bio/HMR_4010,[0 1000 mmol/gDW]
HMR_4081,False,False,3.1.3.5,R00183,NTD7e,MNXR102037,,,bio/HMR_4081,[0 1000 mmol/gDW]
HMR_4082,False,False,3.1.3.5,R00183,,MNXR102037,,,bio/HMR_4082,[0 1000 mmol/gDW]
HMR_4012,False,False,2.7.1.20; 2.7.1.74,R00185,ADNK1,MNXR95456,,,bio/HMR_4012,[0 1000 mmol/gDW]
HMR_4014,False,False,3.1.4.17,R00191,PDE1,MNXR95886,,,bio/HMR_4014,[0 1000 mmol/gDW]
HMR_4020,True,False,2.7.4.8,R00332,GK1,MNXR100144,,,bio/HMR_4020,[-1000 1000 mmol/gDW]
HMR_4022,False,False,4.6.1.1; 4.6.1.2,R00434,GUACYC,MNXR100463,,,bio/HMR_4022,[0 1000 mmol/gDW]
