ensemblID,systemsBiologyOntologyTerm,hm_38_gene,hm_19_gene
ENSG00000110717,"""SBO:0000243""",bio/hg38_NDUFS8,bio/hg19_NDUFS8
ENSG00000110719,"""SBO:0000243""",bio/hg38_TCIRG1,bio/hg19_TCIRG1
ENSG00000110721,"""SBO:0000243""",bio/hg38_CHKA,bio/hg19_CHKA
ENSG00000110786,"""SBO:0000243""",bio/hg38_PTPN5,bio/hg19_PTPN5
ENSG00000110871,"""SBO:0000243""",bio/hg38_COQ5,bio/hg19_COQ5
ENSG00000110887,"""SBO:0000243""",bio/hg38_DAO,bio/hg19_DAO
ENSG00000110911,"""SBO:0000243""",bio/hg38_SLC11A2,bio/hg19_SLC11A2
ENSG00000110921,"""SBO:0000243""",bio/hg38_MVK,bio/hg19_MVK
ENSG00000110931,"""SBO:0000243""",bio/hg38_CAMKK2,bio/hg19_CAMKK2
ENSG00000110955,"""SBO:0000243""",bio/hg38_ATP5F1B,bio/hg19_ATP5F1B
ENSG00000110958,"""SBO:0000243""",bio/hg38_PTGES3,bio/hg19_PTGES3
ENSG00000111012,"""SBO:0000243""",bio/hg38_CYP27B1,bio/hg19_CYP27B1
ENSG00000111058,"""SBO:0000243""",bio/hg38_ACSS3,bio/hg19_ACSS3
ENSG00000111077,"""SBO:0000243""",bio/hg38_TNS2,bio/hg19_TNS2
ENSG00000111144,"""SBO:0000243""",bio/hg38_LTA4H,bio/hg19_LTA4H
ENSG00000111181,"""SBO:0000243""",bio/hg38_SLC6A12,bio/hg19_SLC6A12
ENSG00000111218,"""SBO:0000243""",bio/hg38_PRMT8,bio/hg19_PRMT8
ENSG00000111224,"""SBO:0000243""",bio/hg38_PARP11,bio/hg19_PARP11
ENSG00000111237,"""SBO:0000243""",bio/hg38_VPS29,bio/hg19_VPS29
ENSG00000111261,"""SBO:0000243""",bio/hg38_MANSC1,bio/hg19_MANSC1
ENSG00000111266,"""SBO:0000243""",bio/hg38_DUSP16,bio/hg19_DUSP16
ENSG00000111271,"""SBO:0000243""",bio/hg38_ACAD10,bio/hg19_ACAD10
ENSG00000111275,"""SBO:0000243""",bio/hg38_ALDH2,bio/hg19_ALDH2
ENSG00000111339,"""SBO:0000243""",bio/hg38_ART4,bio/hg19_ART4
ENSG00000111371,"""SBO:0000243""",bio/hg38_SLC38A1,bio/hg19_SLC38A1
ENSG00000111445,"""SBO:0000243""",bio/hg38_RFC5,bio/hg19_RFC5
ENSG00000111581,"""SBO:0000243""",bio/hg38_NUP107,bio/hg19_NUP107
ENSG00000111640,"""SBO:0000243""",bio/hg38_GAPDH,bio/hg19_GAPDH
ENSG00000111641,"""SBO:0000243""",bio/hg38_NOP2,bio/hg19_NOP2
ENSG00000111666,"""SBO:0000243""",bio/hg38_CHPT1,bio/hg19_CHPT1
ENSG00000111667,"""SBO:0000243""",bio/hg38_USP5,bio/hg19_USP5
ENSG00000111669,"""SBO:0000243""",bio/hg38_TPI1,bio/hg19_TPI1
ENSG00000111670,"""SBO:0000243""",bio/hg38_GNPTAB,bio/hg19_GNPTAB
ENSG00000111674,"""SBO:0000243""",bio/hg38_ENO2,bio/hg19_ENO2
ENSG00000111679,"""SBO:0000243""",bio/hg38_PTPN6,bio/hg19_PTPN6
ENSG00000111684,"""SBO:0000243""",bio/hg38_LPCAT3,bio/hg19_LPCAT3
ENSG00000111696,"""SBO:0000243""",bio/hg38_NT5DC3,bio/hg19_NT5DC3
ENSG00000111700,"""SBO:0000243""",bio/hg38_SLCO1B3,bio/hg19_SLCO1B3
ENSG00000111713,"""SBO:0000243""",bio/hg38_GYS2,bio/hg19_GYS2
ENSG00000111716,"""SBO:0000243""",bio/hg38_LDHB,bio/hg19_LDHB
ENSG00000111726,"""SBO:0000243""",bio/hg38_CMAS,bio/hg19_CMAS
ENSG00000111728,"""SBO:0000243""",bio/hg38_ST8SIA1,bio/hg19_ST8SIA1
ENSG00000111732,"""SBO:0000243""",bio/hg38_AICDA,bio/hg19_AICDA
ENSG00000111775,"""SBO:0000243""",bio/hg38_COX6A1,bio/hg19_COX6A1
ENSG00000111816,"""SBO:0000243""",bio/hg38_FRK,bio/hg19_FRK
ENSG00000111817,"""SBO:0000243""",bio/hg38_DSE,bio/hg19_DSE
ENSG00000111837,"""SBO:0000243""",bio/hg38_MAK,bio/hg19_MAK
ENSG00000111846,"""SBO:0000243""",bio/hg38_GCNT2,bio/hg19_GCNT2
ENSG00000111880,"""SBO:0000243""",bio/hg38_RNGTT,bio/hg19_RNGTT
ENSG00000111885,"""SBO:0000243""",bio/hg38_MAN1A1,bio/hg19_MAN1A1
ENSG00000111962,"""SBO:0000243""",bio/hg38_UST,bio/hg19_UST
ENSG00000112053,"""SBO:0000243""",bio/hg38_SLC26A8,bio/hg19_SLC26A8
ENSG00000112062,"""SBO:0000243""",bio/hg38_MAPK14,bio/hg19_MAPK14
ENSG00000112077,"""SBO:0000243""",bio/hg38_RHAG,bio/hg19_RHAG
ENSG00000112079,"""SBO:0000243""",bio/hg38_STK38,bio/hg19_STK38
ENSG00000112096,"""SBO:0000243""",bio/hg38_SOD2,bio/hg19_SOD2
ENSG00000112130,"""SBO:0000243""",bio/hg38_RNF8,bio/hg19_RNF8
ENSG00000112144,"""SBO:0000243""",bio/hg38_CILK1,bio/hg19_CILK1
ENSG00000112245,"""SBO:0000243""",bio/hg38_PTP4A1,bio/hg19_PTP4A1
ENSG00000112293,"""SBO:0000243""",bio/hg38_GPLD1,bio/hg19_GPLD1
ENSG00000112294,"""SBO:0000243""",bio/hg38_ALDH5A1,bio/hg19_ALDH5A1
ENSG00000112299,"""SBO:0000243""",bio/hg38_VNN1,bio/hg19_VNN1
ENSG00000112303,"""SBO:0000243""",bio/hg38_VNN2,bio/hg19_VNN2
ENSG00000112304,"""SBO:0000243""",bio/hg38_ACOT13,bio/hg19_ACOT13
ENSG00000112309,"""SBO:0000243""",bio/hg38_B3GAT2,bio/hg19_B3GAT2
ENSG00000112319,"""SBO:0000243""",bio/hg38_EYA4,bio/hg19_EYA4
ENSG00000112337,"""SBO:0000243""",bio/hg38_SLC17A2,bio/hg19_SLC17A2
ENSG00000112367,"""SBO:0000243""",bio/hg38_FIG4,bio/hg19_FIG4
ENSG00000112394,"""SBO:0000243""",bio/hg38_SLC16A10,bio/hg19_SLC16A10
ENSG00000112425,"""SBO:0000243""",bio/hg38_EPM2A,bio/hg19_EPM2A
ENSG00000112473,"""SBO:0000243""",bio/hg38_SLC39A7,bio/hg19_SLC39A7
ENSG00000112499,"""SBO:0000243""",bio/hg38_SLC22A2,bio/hg19_SLC22A2
ENSG00000112541,"""SBO:0000243""",bio/hg38_PDE10A,bio/hg19_PDE10A
ENSG00000112655,"""SBO:0000243""",bio/hg38_PTK7,bio/hg19_PTK7
ENSG00000112679,"""SBO:0000243""",bio/hg38_DUSP22,bio/hg19_DUSP22
ENSG00000112695,"""SBO:0000243""",bio/hg38_COX7A2,bio/hg19_COX7A2
ENSG00000112699,"""SBO:0000243""",bio/hg38_GMDS,bio/hg19_GMDS
ENSG00000112739,"""SBO:0000243""",bio/hg38_PRPF4B,bio/hg19_PRPF4B
ENSG00000112742,"""SBO:0000243""",bio/hg38_TTK,bio/hg19_TTK
ENSG00000112759,"""SBO:0000243""",bio/hg38_SLC29A1,bio/hg19_SLC29A1
ENSG00000112874,"""SBO:0000243""",bio/hg38_NUDT12,bio/hg19_NUDT12
ENSG00000112893,"""SBO:0000243""",bio/hg38_MAN2A1,bio/hg19_MAN2A1
ENSG00000112941,"""SBO:0000243""",bio/hg38_TENT4A,bio/hg19_TENT4A
ENSG00000112972,"""SBO:0000243""",bio/hg38_HMGCS1,bio/hg19_HMGCS1
ENSG00000112981,"""SBO:0000243""",bio/hg38_NME5,bio/hg19_NME5
ENSG00000112992,"""SBO:0000243""",bio/hg38_NNT,bio/hg19_NNT
ENSG00000113073,"""SBO:0000243""",bio/hg38_SLC4A9,bio/hg19_SLC4A9
ENSG00000113083,"""SBO:0000243""",bio/hg38_LOX,bio/hg19_LOX
ENSG00000113161,"""SBO:0000243""",bio/hg38_HMGCR,bio/hg19_HMGCR
ENSG00000113163,"""SBO:0000243""",bio/hg38_CERT1,bio/hg19_CERT1
ENSG00000113231,"""SBO:0000243""",bio/hg38_PDE8B,bio/hg19_PDE8B
ENSG00000113240,"""SBO:0000243""",bio/hg38_CLK4,bio/hg19_CLK4
ENSG00000113263,"""SBO:0000243""",bio/hg38_ITK,bio/hg19_ITK
ENSG00000113269,"""SBO:0000243""",bio/hg38_RNF130,bio/hg19_RNF130
ENSG00000113273,"""SBO:0000243""",bio/hg38_ARSB,bio/hg19_ARSB
ENSG00000113356,"""SBO:0000243""",bio/hg38_POLR3G,bio/hg19_POLR3G
ENSG00000113396,"""SBO:0000243""",bio/hg38_SLC27A6,bio/hg19_SLC27A6
ENSG00000113407,"""SBO:0000243""",bio/hg38_TARS1,bio/hg19_TARS1
ENSG00000113448,"""SBO:0000243""",bio/hg38_PDE4D,bio/hg19_PDE4D
ENSG00000113456,"""SBO:0000243""",bio/hg38_RAD1,bio/hg19_RAD1
ENSG00000113492,"""SBO:0000243""",bio/hg38_AGXT2,bio/hg19_AGXT2
ENSG00000113504,"""SBO:0000243""",bio/hg38_SLC12A7,bio/hg19_SLC12A7
ENSG00000113532,"""SBO:0000243""",bio/hg38_ST8SIA4,bio/hg19_ST8SIA4
ENSG00000113552,"""SBO:0000243""",bio/hg38_GNPDA1,bio/hg19_GNPDA1
ENSG00000113569,"""SBO:0000243""",bio/hg38_NUP155,bio/hg19_NUP155
ENSG00000113575,"""SBO:0000243""",bio/hg38_PPP2CA,bio/hg19_PPP2CA
ENSG00000113593,"""SBO:0000243""",bio/hg38_PPWD1,bio/hg19_PPWD1
ENSG00000113643,"""SBO:0000243""",bio/hg38_RARS1,bio/hg19_RARS1
ENSG00000113657,"""SBO:0000243""",bio/hg38_DPYSL3,bio/hg19_DPYSL3
ENSG00000113712,"""SBO:0000243""",bio/hg38_CSNK1A1,bio/hg19_CSNK1A1
ENSG00000113721,"""SBO:0000243""",bio/hg38_PDGFRB,bio/hg19_PDGFRB
ENSG00000113732,"""SBO:0000243""",bio/hg38_ATP6V0E1,bio/hg19_ATP6V0E1
ENSG00000113790,"""SBO:0000243""",bio/hg38_EHHADH,bio/hg19_EHHADH
ENSG00000113924,"""SBO:0000243""",bio/hg38_HGD,bio/hg19_HGD
ENSG00000114021,"""SBO:0000243""",bio/hg38_NIT2,bio/hg19_NIT2
ENSG00000114054,"""SBO:0000243""",bio/hg38_PCCB,bio/hg19_PCCB
ENSG00000114062,"""SBO:0000243""",bio/hg38_UBE3A,bio/hg19_UBE3A
ENSG00000114113,"""SBO:0000243""",bio/hg38_RBP2,bio/hg19_RBP2
ENSG00000114115,"""SBO:0000243""",bio/hg38_RBP1,bio/hg19_RBP1
ENSG00000114124,"""SBO:0000243""",bio/hg38_GRK7,bio/hg19_GRK7
ENSG00000114166,"""SBO:0000243""",bio/hg38_KAT2B,bio/hg19_KAT2B
ENSG00000114200,"""SBO:0000243""",bio/hg38_BCHE,bio/hg19_BCHE
ENSG00000114268,"""SBO:0000243""",bio/hg38_PFKFB4,bio/hg19_PFKFB4
ENSG00000114302,"""SBO:0000243""",bio/hg38_PRKAR2A,bio/hg19_PRKAR2A
ENSG00000114316,"""SBO:0000243""",bio/hg38_USP4,bio/hg19_USP4
ENSG00000114374,"""SBO:0000243""",bio/hg38_USP9Y,bio/hg19_USP9Y
ENSG00000114378,"""SBO:0000243""",bio/hg38_HYAL1,bio/hg19_HYAL1
ENSG00000114423,"""SBO:0000243""",bio/hg38_CBLB,bio/hg19_CBLB
ENSG00000114480,"""SBO:0000243""",bio/hg38_GBE1,bio/hg19_GBE1
ENSG00000114491,"""SBO:0000243""",bio/hg38_UMPS,bio/hg19_UMPS
ENSG00000114573,"""SBO:0000243""",bio/hg38_ATP6V1A,bio/hg19_ATP6V1A
ENSG00000114670,"""SBO:0000243""",bio/hg38_NEK11,bio/hg19_NEK11
ENSG00000114735,"""SBO:0000243""",bio/hg38_HEMK1,bio/hg19_HEMK1
ENSG00000114738,"""SBO:0000243""",bio/hg38_MAPKAPK3,bio/hg19_MAPKAPK3
ENSG00000114739,"""SBO:0000243""",bio/hg38_ACVR2B,bio/hg19_ACVR2B
ENSG00000114770,"""SBO:0000243""",bio/hg38_ABCC5,bio/hg19_ABCC5
ENSG00000114771,"""SBO:0000243""",bio/hg38_AADAC,bio/hg19_AADAC
ENSG00000114786,"""SBO:0000243""",bio/hg38_ABHD14A-ACY1,bio/hg19_ABHD14A-ACY1
ENSG00000114805,"""SBO:0000243""",bio/hg38_PLCH1,bio/hg19_PLCH1
ENSG00000114857,"""SBO:0000243""",bio/hg38_NKTR,bio/hg19_NKTR
ENSG00000114902,"""SBO:0000243""",bio/hg38_SPCS1,bio/hg19_SPCS1
ENSG00000114904,"""SBO:0000243""",bio/hg38_NEK4,bio/hg19_NEK4
ENSG00000114923,"""SBO:0000243""",bio/hg38_SLC4A3,bio/hg19_SLC4A3
ENSG00000114956,"""SBO:0000243""",bio/hg38_DGUOK,bio/hg19_DGUOK
ENSG00000114982,"""SBO:0000243""",bio/hg38_KANSL3,bio/hg19_KANSL3
ENSG00000114999,"""SBO:0000243""",bio/hg38_TTL,bio/hg19_TTL
ENSG00000115020,"""SBO:0000243""",bio/hg38_PIKFYVE,bio/hg19_PIKFYVE
ENSG00000115085,"""SBO:0000243""",bio/hg38_ZAP70,bio/hg19_ZAP70
ENSG00000115159,"""SBO:0000243""",bio/hg38_GPD2,bio/hg19_GPD2
ENSG00000115170,"""SBO:0000243""",bio/hg38_ACVR1,bio/hg19_ACVR1
ENSG00000115241,"""SBO:0000243""",bio/hg38_PPM1G,bio/hg19_PPM1G
ENSG00000115252,"""SBO:0000243""",bio/hg38_PDE1A,bio/hg19_PDE1A
ENSG00000115275,"""SBO:0000243""",bio/hg38_MOGS,bio/hg19_MOGS
ENSG00000115286,"""SBO:0000243""",bio/hg38_NDUFS7,bio/hg19_NDUFS7
ENSG00000115339,"""SBO:0000243""",bio/hg38_GALNT3,bio/hg19_GALNT3
ENSG00000115350,"""SBO:0000243""",bio/hg38_POLE4,bio/hg19_POLE4
ENSG00000115361,"""SBO:0000243""",bio/hg38_ACADL,bio/hg19_ACADL
ENSG00000115392,"""SBO:0000243""",bio/hg38_FANCL,bio/hg19_FANCL
ENSG00000115419,"""SBO:0000243""",bio/hg38_GLS,bio/hg19_GLS
ENSG00000115421,"""SBO:0000243""",bio/hg38_PAPOLG,bio/hg19_PAPOLG
ENSG00000115425,"""SBO:0000243""",bio/hg38_PECR,bio/hg19_PECR
ENSG00000115464,"""SBO:0000243""",bio/hg38_USP34,bio/hg19_USP34
ENSG00000115488,"""SBO:0000243""",bio/hg38_NEU2,bio/hg19_NEU2
ENSG00000115525,"""SBO:0000243""",bio/hg38_ST3GAL5,bio/hg19_ST3GAL5
ENSG00000115526,"""SBO:0000243""",bio/hg38_CHST10,bio/hg19_CHST10
ENSG00000115556,"""SBO:0000243""",bio/hg38_PLCD4,bio/hg19_PLCD4
ENSG00000115616,"""SBO:0000243""",bio/hg38_SLC9A2,bio/hg19_SLC9A2
ENSG00000115641,"""SBO:0000243""",bio/hg38_FHL2,bio/hg19_FHL2
ENSG00000115652,"""SBO:0000243""",bio/hg38_UXS1,bio/hg19_UXS1
ENSG00000115657,"""SBO:0000243""",bio/hg38_ABCB6,bio/hg19_ABCB6
ENSG00000115661,"""SBO:0000243""",bio/hg38_STK16,bio/hg19_STK16
ENSG00000115665,"""SBO:0000243""",bio/hg38_SLC5A7,bio/hg19_SLC5A7
ENSG00000115677,"""SBO:0000243""",bio/hg38_HDLBP,bio/hg19_HDLBP
ENSG00000115687,"""SBO:0000243""",bio/hg38_PASK,bio/hg19_PASK
ENSG00000115694,"""SBO:0000243""",bio/hg38_STK25,bio/hg19_STK25
ENSG00000115705,"""SBO:0000243""",bio/hg38_TPO,bio/hg19_TPO
ENSG00000115758,"""SBO:0000243""",bio/hg38_ODC1,bio/hg19_ODC1
ENSG00000115760,"""SBO:0000243""",bio/hg38_BIRC6,bio/hg19_BIRC6
ENSG00000115825,"""SBO:0000243""",bio/hg38_PRKD3,bio/hg19_PRKD3
ENSG00000115828,"""SBO:0000243""",bio/hg38_QPCT,bio/hg19_QPCT
ENSG00000115840,"""SBO:0000243""",bio/hg38_SLC25A12,bio/hg19_SLC25A12
ENSG00000115850,"""SBO:0000243""",bio/hg38_LCT,bio/hg19_LCT
ENSG00000115866,"""SBO:0000243""",bio/hg38_DARS1,bio/hg19_DARS1
ENSG00000115884,"""SBO:0000243""",bio/hg38_SDC1,bio/hg19_SDC1
ENSG00000115896,"""SBO:0000243""",bio/hg38_PLCL1,bio/hg19_PLCL1
ENSG00000115902,"""SBO:0000243""",bio/hg38_SLC1A4,bio/hg19_SLC1A4
ENSG00000115919,"""SBO:0000243""",bio/hg38_KYNU,bio/hg19_KYNU
ENSG00000115977,"""SBO:0000243""",bio/hg38_AAK1,bio/hg19_AAK1
ENSG00000116005,"""SBO:0000243""",bio/hg38_PCYOX1,bio/hg19_PCYOX1
ENSG00000116039,"""SBO:0000243""",bio/hg38_ATP6V1B1,bio/hg19_ATP6V1B1
ENSG00000116096,"""SBO:0000243""",bio/hg38_SPR,bio/hg19_SPR
ENSG00000116106,"""SBO:0000243""",bio/hg38_EPHA4,bio/hg19_EPHA4
ENSG00000116120,"""SBO:0000243""",bio/hg38_FARSB,bio/hg19_FARSB
ENSG00000116133,"""SBO:0000243""",bio/hg38_DHCR24,bio/hg19_DHCR24
ENSG00000116141,"""SBO:0000243""",bio/hg38_MARK1,bio/hg19_MARK1
ENSG00000116157,"""SBO:0000243""",bio/hg38_GPX7,bio/hg19_GPX7
ENSG00000116171,"""SBO:0000243""",bio/hg38_SCP2,bio/hg19_SCP2
ENSG00000116199,"""SBO:0000243""",bio/hg38_FAM20B,bio/hg19_FAM20B
ENSG00000116237,"""SBO:0000243""",bio/hg38_ICMT,bio/hg19_ICMT
ENSG00000116337,"""SBO:0000243""",bio/hg38_AMPD2,bio/hg19_AMPD2
ENSG00000116353,"""SBO:0000243""",bio/hg38_MECR,bio/hg19_MECR
ENSG00000116459,"""SBO:0000243""",bio/hg38_ATP5PB,bio/hg19_ATP5PB
ENSG00000116514,"""SBO:0000243""",bio/hg38_RNF19B,bio/hg19_RNF19B
ENSG00000116539,"""SBO:0000243""",bio/hg38_ASH1L,bio/hg19_ASH1L
ENSG00000116649,"""SBO:0000243""",bio/hg38_SRM,bio/hg19_SRM
ENSG00000116675,"""SBO:0000243""",bio/hg38_DNAJC6,bio/hg19_DNAJC6
ENSG00000116704,"""SBO:0000243""",bio/hg38_SLC35D1,bio/hg19_SLC35D1
ENSG00000116711,"""SBO:0000243""",bio/hg38_PLA2G4A,bio/hg19_PLA2G4A
ENSG00000116745,"""SBO:0000243""",bio/hg38_RPE65,bio/hg19_RPE65
ENSG00000116748,"""SBO:0000243""",bio/hg38_AMPD1,bio/hg19_AMPD1
ENSG00000116761,"""SBO:0000243""",bio/hg38_CTH,bio/hg19_CTH
ENSG00000116771,"""SBO:0000243""",bio/hg38_AGMAT,bio/hg19_AGMAT
ENSG00000116783,"""SBO:0000243""",bio/hg38_TNNI3K,bio/hg19_TNNI3K
ENSG00000116791,"""SBO:0000243""",bio/hg38_CRYZ,bio/hg19_CRYZ
ENSG00000116882,"""SBO:0000243""",bio/hg38_HAO2,bio/hg19_HAO2
ENSG00000116906,"""SBO:0000243""",bio/hg38_GNPAT,bio/hg19_GNPAT
ENSG00000116981,"""SBO:0000243""",bio/hg38_NT5C1A,bio/hg19_NT5C1A
ENSG00000116984,"""SBO:0000243""",bio/hg38_MTR,bio/hg19_MTR
ENSG00000117009,"""SBO:0000243""",bio/hg38_KMO,bio/hg19_KMO
ENSG00000117020,"""SBO:0000243""",bio/hg38_AKT3,bio/hg19_AKT3
ENSG00000117054,"""SBO:0000243""",bio/hg38_ACADM,bio/hg19_ACADM
ENSG00000117069,"""SBO:0000243""",bio/hg38_ST6GALNAC5,bio/hg19_ST6GALNAC5
ENSG00000117115,"""SBO:0000243""",bio/hg38_PADI2,bio/hg19_PADI2
ENSG00000117118,"""SBO:0000243""",bio/hg38_SDHB,bio/hg19_SDHB
ENSG00000117143,"""SBO:0000243""",bio/hg38_UAP1,bio/hg19_UAP1
ENSG00000117215,"""SBO:0000243""",bio/hg38_PLA2G2D,bio/hg19_PLA2G2D
ENSG00000117266,"""SBO:0000243""",bio/hg38_CDK18,bio/hg19_CDK18
ENSG00000117305,"""SBO:0000243""",bio/hg38_HMGCL,bio/hg19_HMGCL
ENSG00000117308,"""SBO:0000243""",bio/hg38_GALE,bio/hg19_GALE
ENSG00000117394,"""SBO:0000243""",bio/hg38_SLC2A1,bio/hg19_SLC2A1
ENSG00000117410,"""SBO:0000243""",bio/hg38_ATP6V0B,bio/hg19_ATP6V0B
ENSG00000117411,"""SBO:0000243""",bio/hg38_B4GALT2,bio/hg19_B4GALT2
ENSG00000117448,"""SBO:0000243""",bio/hg38_AKR1A1,bio/hg19_AKR1A1
ENSG00000117450,"""SBO:0000243""",bio/hg38_PRDX1,bio/hg19_PRDX1
ENSG00000117461,"""SBO:0000243""",bio/hg38_PIK3R3,bio/hg19_PIK3R3
ENSG00000117479,"""SBO:0000243""",bio/hg38_SLC19A2,bio/hg19_SLC19A2
ENSG00000117480,"""SBO:0000243""",bio/hg38_FAAH,bio/hg19_FAAH
ENSG00000117481,"""SBO:0000243""",bio/hg38_NSUN4,bio/hg19_NSUN4
ENSG00000117528,"""SBO:0000243""",bio/hg38_ABCD3,bio/hg19_ABCD3
ENSG00000117543,"""SBO:0000243""",bio/hg38_DPH5,bio/hg19_DPH5
ENSG00000117592,"""SBO:0000243""",bio/hg38_PRDX6,bio/hg19_PRDX6
ENSG00000117594,"""SBO:0000243""",bio/hg38_HSD11B1,bio/hg19_HSD11B1
ENSG00000117598,"""SBO:0000243""",bio/hg38_PLPPR5,bio/hg19_PLPPR5
ENSG00000117600,"""SBO:0000243""",bio/hg38_PLPPR4,bio/hg19_PLPPR4
ENSG00000117620,"""SBO:0000243""",bio/hg38_SLC35A3,bio/hg19_SLC35A3
ENSG00000117643,"""SBO:0000243""",bio/hg38_MAN1C1,bio/hg19_MAN1C1
ENSG00000117650,"""SBO:0000243""",bio/hg38_NEK2,bio/hg19_NEK2
ENSG00000117676,"""SBO:0000243""",bio/hg38_RPS6KA1,bio/hg19_RPS6KA1
ENSG00000117682,"""SBO:0000243""",bio/hg38_DHDDS,bio/hg19_DHDDS
ENSG00000117834,"""SBO:0000243""",bio/hg38_SLC5A9,bio/hg19_SLC5A9
ENSG00000117984,"""SBO:0000243""",bio/hg38_CTSD,bio/hg19_CTSD
ENSG00000118017,"""SBO:0000243""",bio/hg38_A4GNT,bio/hg19_A4GNT
ENSG00000118046,"""SBO:0000243""",bio/hg38_STK11,bio/hg19_STK11
ENSG00000118058,"""SBO:0000243""",bio/hg38_KMT2A,bio/hg19_KMT2A
ENSG00000118094,"""SBO:0000243""",bio/hg38_TREH,bio/hg19_TREH
ENSG00000118137,"""SBO:0000243""",bio/hg38_APOA1,bio/hg19_APOA1
ENSG00000118160,"""SBO:0000243""",bio/hg38_SLC8A2,bio/hg19_SLC8A2
ENSG00000118276,"""SBO:0000243""",bio/hg38_B4GALT6,bio/hg19_B4GALT6
ENSG00000118298,"""SBO:0000243""",bio/hg38_CA14,bio/hg19_CA14
ENSG00000118363,"""SBO:0000243""",bio/hg38_SPCS2,bio/hg19_SPCS2
ENSG00000118369,"""SBO:0000243""",bio/hg38_USP35,bio/hg19_USP35
ENSG00000118402,"""SBO:0000243""",bio/hg38_ELOVL4,bio/hg19_ELOVL4
ENSG00000118514,"""SBO:0000243""",bio/hg38_ALDH8A1,bio/hg19_ALDH8A1
ENSG00000118515,"""SBO:0000243""",bio/hg38_SGK1,bio/hg19_SGK1
ENSG00000118518,"""SBO:0000243""",bio/hg38_RNF146,bio/hg19_RNF146
ENSG00000118520,"""SBO:0000243""",bio/hg38_ARG1,bio/hg19_ARG1
ENSG00000118523,"""SBO:0000243""",bio/hg38_CCN2,bio/hg19_CCN2
ENSG00000118596,"""SBO:0000243""",bio/hg38_SLC16A7,bio/hg19_SLC16A7
ENSG00000118705,"""SBO:0000243""",bio/hg38_RPN2,bio/hg19_RPN2
ENSG00000118777,"""SBO:0000243""",bio/hg38_ABCG2,bio/hg19_ABCG2
ENSG00000119013,"""SBO:0000243""",bio/hg38_NDUFB3,bio/hg19_NDUFB3
ENSG00000119048,"""SBO:0000243""",bio/hg38_UBE2B,bio/hg19_UBE2B
ENSG00000119121,"""SBO:0000243""",bio/hg38_TRPM6,bio/hg19_TRPM6
ENSG00000119125,"""SBO:0000243""",bio/hg38_GDA,bio/hg19_GDA
ENSG00000119227,"""SBO:0000243""",bio/hg38_PIGZ,bio/hg19_PIGZ
ENSG00000119392,"""SBO:0000243""",bio/hg38_GLE1,bio/hg19_GLE1
ENSG00000119401,"""SBO:0000243""",bio/hg38_TRIM32,bio/hg19_TRIM32
ENSG00000119408,"""SBO:0000243""",bio/hg38_NEK6,bio/hg19_NEK6
ENSG00000119414,"""SBO:0000243""",bio/hg38_PPP6C,bio/hg19_PPP6C
ENSG00000119421,"""SBO:0000243""",bio/hg38_NDUFA8,bio/hg19_NDUFA8
ENSG00000119514,"""SBO:0000243""",bio/hg38_GALNT12,bio/hg19_GALNT12
ENSG00000119523,"""SBO:0000243""",bio/hg38_ALG2,bio/hg19_ALG2
ENSG00000119537,"""SBO:0000243""",bio/hg38_KDSR,bio/hg19_KDSR
ENSG00000119638,"""SBO:0000243""",bio/hg38_NEK9,bio/hg19_NEK9
ENSG00000119640,"""SBO:0000243""",bio/hg38_ACYP1,bio/hg19_ACYP1
ENSG00000119673,"""SBO:0000243""",bio/hg38_ACOT2,bio/hg19_ACOT2
ENSG00000119689,"""SBO:0000243""",bio/hg38_DLST,bio/hg19_DLST
ENSG00000119711,"""SBO:0000243""",bio/hg38_ALDH6A1,bio/hg19_ALDH6A1
ENSG00000119723,"""SBO:0000243""",bio/hg38_COQ6,bio/hg19_COQ6
ENSG00000119772,"""SBO:0000243""",bio/hg38_DNMT3A,bio/hg19_DNMT3A
ENSG00000119782,"""SBO:0000243""",bio/hg38_FKBP1B,bio/hg19_FKBP1B
ENSG00000119899,"""SBO:0000243""",bio/hg38_SLC17A5,bio/hg19_SLC17A5
ENSG00000119915,"""SBO:0000243""",bio/hg38_ELOVL3,bio/hg19_ELOVL3
ENSG00000119927,"""SBO:0000243""",bio/hg38_GPAM,bio/hg19_GPAM
ENSG00000119938,"""SBO:0000243""",bio/hg38_PPP1R3C,bio/hg19_PPP1R3C
ENSG00000120053,"""SBO:0000243""",bio/hg38_GOT1,bio/hg19_GOT1
ENSG00000120129,"""SBO:0000243""",bio/hg38_DUSP1,bio/hg19_DUSP1
ENSG00000120137,"""SBO:0000243""",bio/hg38_PANK3,bio/hg19_PANK3
ENSG00000120156,"""SBO:0000243""",bio/hg38_TEK,bio/hg19_TEK
ENSG00000120158,"""SBO:0000243""",bio/hg38_RCL1,bio/hg19_RCL1
ENSG00000120253,"""SBO:0000243""",bio/hg38_NUP43,bio/hg19_NUP43
ENSG00000120254,"""SBO:0000243""",bio/hg38_MTHFD1L,bio/hg19_MTHFD1L
ENSG00000120265,"""SBO:0000243""",bio/hg38_PCMT1,bio/hg19_PCMT1
ENSG00000120329,"""SBO:0000243""",bio/hg38_SLC25A2,bio/hg19_SLC25A2
ENSG00000120437,"""SBO:0000243""",bio/hg38_ACAT2,bio/hg19_ACAT2
